,,Mg/Ca,Mg/Ca,Mg/Ca,d18O,d18O,d18O,depthrange,depthrange,ddate,sal,sal,sal,d18Ow,d18Ow,d18Ow,Ctemp_min,Ctemp_min,Ctemp_min,Ctemp_max,Ctemp_max,Ctemp_max,Ctemp_mid,Ctemp_mid,Ctemp_mid
size_fraction,,250-350,350-500,500-1000,250-350,350-500,500-1000,min,max,,min,max,mid,min,max,mid,250-350,350-500,500-1000,250-350,350-500,500-1000,250-350,350-500,500-1000
,Date,,,,,,,,,,,,,,,,,,,,,,,,
O. universa (thick test),1983-06-01,,,5.08,,,0.26,50.0,100.0,4899,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,19.42+/-0.23,nan+/-nan,nan+/-nan,19.42+/-0.23,nan+/-nan,nan+/-nan,19.42+/-0.23
O. universa (thick test),1983-08-01,,,5.4,,,-0.2,50.0,100.0,4960,36.48+/-0.09,36.49+/-0.09,36.49+/-0.09,1.09+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,21.49+/-0.23,nan+/-nan,nan+/-nan,21.51+/-0.23,nan+/-nan,nan+/-nan,21.50+/-0.23
O. universa (thick test),1983-10-01,,,8.77,,,-0.67,50.0,100.0,5021,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,23.68+/-0.24,nan+/-nan,nan+/-nan,23.68+/-0.24,nan+/-nan,nan+/-nan,23.68+/-0.24
O. universa (thick test),1983-12-01,,,7.33,,,-0.83,50.0,100.0,5082,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,24.44+/-0.24,nan+/-nan,nan+/-nan,24.43+/-0.24,nan+/-nan,nan+/-nan,24.43+/-0.24
O. universa (thick test),1984-04-01,,,4.25,,,0.06,50.0,100.0,5204,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,20.32+/-0.23,nan+/-nan,nan+/-nan,20.32+/-0.23,nan+/-nan,nan+/-nan,20.32+/-0.23
O. universa (thin test),1978-05-01,,5.91,,,-0.03,,50.0,100.0,3042,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,20.83+/-0.23,nan+/-nan,nan+/-nan,20.82+/-0.23,nan+/-nan,nan+/-nan,20.82+/-0.23,nan+/-nan
O. universa (thin test),1978-07-01,,4.26,5.7,,-0.19,-0.5,50.0,100.0,3103,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,21.55+/-0.23,22.99+/-0.23,nan+/-nan,21.56+/-0.23,22.99+/-0.23,nan+/-nan,21.55+/-0.23,22.98+/-0.23
O. universa (thin test),1978-09-01,,4.36,5.82,,-0.42,-0.77,50.0,100.0,3165,36.52+/-0.09,36.53+/-0.09,36.52+/-0.09,1.11+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,22.59+/-0.23,24.22+/-0.24,nan+/-nan,22.62+/-0.23,24.25+/-0.24,nan+/-nan,22.61+/-0.23,24.24+/-0.24
O. universa (thin test),1979-04-01,,5.49,,,0.09,,50.0,100.0,3377,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,20.27+/-0.23,nan+/-nan,nan+/-nan,20.27+/-0.23,nan+/-nan,nan+/-nan,20.27+/-0.23,nan+/-nan
O. universa (thin test),1979-06-01,,8.5,5.28,,-0.35,-0.33,50.0,100.0,3438,36.52+/-0.09,36.52+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,22.29+/-0.23,22.19+/-0.23,nan+/-nan,22.28+/-0.23,22.19+/-0.23,nan+/-nan,22.28+/-0.23,22.19+/-0.23
O. universa (thin test),1979-09-01,,,5.64,,,0.03,50.0,100.0,3530,36.51+/-0.09,36.52+/-0.09,36.52+/-0.09,1.11+/-0.05,1.12+/-0.05,1.11+/-0.05,nan+/-nan,nan+/-nan,20.51+/-0.23,nan+/-nan,nan+/-nan,20.54+/-0.23,nan+/-nan,nan+/-nan,20.53+/-0.23
O. universa (thin test),1980-09-01,,4.53,,,-0.53,,50.0,100.0,3896,36.50+/-0.09,36.51+/-0.09,36.51+/-0.09,1.10+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,23.06+/-0.23,nan+/-nan,nan+/-nan,23.09+/-0.23,nan+/-nan,nan+/-nan,23.09+/-0.23,nan+/-nan
O. universa (thin test),1980-11-01,,4.9,,,-0.65,,50.0,100.0,3957,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,23.65+/-0.24,nan+/-nan,nan+/-nan,23.65+/-0.24,nan+/-nan,nan+/-nan,23.64+/-0.24,nan+/-nan
O. universa (thin test),1981-03-01,,4.53,,,0.09,,50.0,100.0,4077,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,20.23+/-0.23,nan+/-nan,nan+/-nan,20.23+/-0.23,nan+/-nan,nan+/-nan,20.23+/-0.23,nan+/-nan
O. universa (thin test),1981-06-01,,5.24,,,0.13,,50.0,100.0,4169,36.51+/-0.09,36.51+/-0.09,36.50+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,20.05+/-0.23,nan+/-nan,nan+/-nan,20.05+/-0.23,nan+/-nan,nan+/-nan,20.04+/-0.23,nan+/-nan
O. universa (thin test),1981-08-01,,4.69,6.0,,-0.18,-0.83,50.0,100.0,4230,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.11+/-0.05,1.10+/-0.05,nan+/-nan,21.43+/-0.23,24.46+/-0.24,nan+/-nan,21.45+/-0.23,24.47+/-0.24,nan+/-nan,21.45+/-0.23,24.47+/-0.24
O. universa (thin test),1981-11-01,,5.6,7.39,,-0.65,-0.82,50.0,100.0,4322,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,23.62+/-0.24,24.42+/-0.24,nan+/-nan,23.62+/-0.24,24.42+/-0.24,nan+/-nan,23.62+/-0.24,24.41+/-0.24
O. universa (thin test),1982-05-01,,4.24,5.06,,-0.55,0.05,50.0,100.0,4503,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,23.15+/-0.23,20.39+/-0.23,nan+/-nan,23.14+/-0.23,20.39+/-0.23,nan+/-nan,23.14+/-0.23,20.38+/-0.23
O. universa (thin test),1982-07-01,,,6.4,,,-0.5,50.0,100.0,4564,36.50+/-0.09,36.50+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,22.91+/-0.23,nan+/-nan,nan+/-nan,22.91+/-0.23,nan+/-nan,nan+/-nan,22.90+/-0.23
O. universa (thin test),1982-11-01,,5.55,,,-0.98,,50.0,100.0,4687,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,25.16+/-0.24,nan+/-nan,nan+/-nan,25.15+/-0.24,nan+/-nan,nan+/-nan,25.15+/-0.24,nan+/-nan
O. universa (thin test),1983-04-01,,,5.22,,,0.14,50.0,100.0,4838,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,19.96+/-0.23,nan+/-nan,nan+/-nan,19.96+/-0.23,nan+/-nan,nan+/-nan,19.96+/-0.23
O. universa (thin test),1983-06-01,,,5.66,,,-0.5,50.0,100.0,4899,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,22.90+/-0.23,nan+/-nan,nan+/-nan,22.89+/-0.23,nan+/-nan,nan+/-nan,22.89+/-0.23
O. universa (thin test),1983-08-01,,4.54,6.0,,-0.72,-0.83,50.0,100.0,4960,36.48+/-0.09,36.49+/-0.09,36.49+/-0.09,1.09+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,23.90+/-0.24,24.42+/-0.24,nan+/-nan,23.92+/-0.24,24.44+/-0.24,nan+/-nan,23.91+/-0.24,24.43+/-0.24
O. universa (thin test),1983-10-01,,6.67,7.01,,-0.64,-1.02,50.0,100.0,5021,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,23.54+/-0.24,25.33+/-0.24,nan+/-nan,23.54+/-0.24,25.33+/-0.24,nan+/-nan,23.54+/-0.24,25.33+/-0.24
O. universa (thin test),1983-12-01,,5.69,5.66,,-0.8,-1.09,50.0,100.0,5082,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,24.29+/-0.24,25.67+/-0.24,nan+/-nan,24.29+/-0.24,25.67+/-0.24,nan+/-nan,24.29+/-0.24,25.66+/-0.24
O. universa (thin test),1984-04-01,,,5.12,,,0.12,50.0,100.0,5204,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,20.05+/-0.23,nan+/-nan,nan+/-nan,20.05+/-0.23,nan+/-nan,nan+/-nan,20.04+/-0.23
P. obliquiloculata,1978-05-01,,1.73,,,0.17,,50.0,100.0,3042,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,19.92+/-0.23,nan+/-nan,nan+/-nan,19.92+/-0.23,nan+/-nan,nan+/-nan,19.91+/-0.23,nan+/-nan
P. obliquiloculata,1979-01-01,,2.57,,,-0.08,,50.0,100.0,3287,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,21.05+/-0.23,nan+/-nan,nan+/-nan,21.05+/-0.23,nan+/-nan,nan+/-nan,21.04+/-0.23,nan+/-nan
P. obliquiloculata,1979-04-01,,2.07,,,0.13,,50.0,100.0,3377,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,20.09+/-0.23,nan+/-nan,nan+/-nan,20.09+/-0.23,nan+/-nan,nan+/-nan,20.09+/-0.23,nan+/-nan
P. obliquiloculata,1980-11-01,,2.61,,,-0.15,,50.0,100.0,3957,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,21.34+/-0.23,nan+/-nan,nan+/-nan,21.33+/-0.23,nan+/-nan,nan+/-nan,21.33+/-0.23,nan+/-nan
P. obliquiloculata,1981-01-01,,2.2,,,0.18,,50.0,100.0,4018,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,19.83+/-0.23,nan+/-nan,nan+/-nan,19.83+/-0.23,nan+/-nan,nan+/-nan,19.82+/-0.23,nan+/-nan
P. obliquiloculata,1981-03-01,,1.96,,,0.23,,50.0,100.0,4077,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,19.60+/-0.23,nan+/-nan,nan+/-nan,19.60+/-0.23,nan+/-nan,nan+/-nan,19.59+/-0.23,nan+/-nan
P. obliquiloculata,1981-04-01,,1.74,,,0.35,,50.0,100.0,4108,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,19.06+/-0.23,nan+/-nan,nan+/-nan,19.06+/-0.23,nan+/-nan,nan+/-nan,19.05+/-0.23,nan+/-nan
P. obliquiloculata,1982-01-01,,2.05,,,0.05,,50.0,100.0,4383,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,20.39+/-0.23,nan+/-nan,nan+/-nan,20.39+/-0.23,nan+/-nan,nan+/-nan,20.39+/-0.23,nan+/-nan
P. obliquiloculata,1982-03-01,,1.92,,,,,50.0,100.0,4442,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan
P. obliquiloculata,1982-05-01,,1.95,,,0.17,,50.0,100.0,4503,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,19.84+/-0.23,nan+/-nan,nan+/-nan,19.84+/-0.23,nan+/-nan,nan+/-nan,19.84+/-0.23,nan+/-nan
P. obliquiloculata,1982-11-01,,2.54,,,-0.29,,50.0,100.0,4687,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,21.93+/-0.23,nan+/-nan,nan+/-nan,21.93+/-0.23,nan+/-nan,nan+/-nan,21.92+/-0.23,nan+/-nan
P. obliquiloculata,1983-02-01,,2.08,,,0.22,,50.0,100.0,4779,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,19.61+/-0.23,nan+/-nan,nan+/-nan,19.60+/-0.23,nan+/-nan,nan+/-nan,19.60+/-0.23,nan+/-nan
P. obliquiloculata,1983-04-01,,2.0,,,0.27,,50.0,100.0,4838,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,19.38+/-0.23,nan+/-nan,nan+/-nan,19.38+/-0.23,nan+/-nan,nan+/-nan,19.37+/-0.23,nan+/-nan
P. obliquiloculata,1984-02-01,,2.17,,,0.15,,50.0,100.0,5144,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,19.91+/-0.23,nan+/-nan,nan+/-nan,19.91+/-0.23,nan+/-nan,nan+/-nan,19.91+/-0.23,nan+/-nan
P. obliquiloculata,1984-04-01,,2.07,,,0.01,,50.0,100.0,5204,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,20.55+/-0.23,nan+/-nan,nan+/-nan,20.55+/-0.23,nan+/-nan,nan+/-nan,20.54+/-0.23,nan+/-nan
P. obliquiloculata,1984-12-01,,2.2,,,-0.13,,50.0,100.0,5448,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,21.20+/-0.23,nan+/-nan,nan+/-nan,21.19+/-0.23,nan+/-nan,nan+/-nan,21.19+/-0.23,nan+/-nan
